LATITUD,LONGITUD,Media_Diaria,N_MUNICIPIO_N,MAGNITUD_N,TIPO_AREA_N,TIPO_ESTACION_N,Peligrosidad_N
40.54035,-3.64525,1.2125000000000004,0,0,0,0,0
40.54035,-3.64525,0.8291666666666666,0,0,0,0,0
40.54035,-3.64525,0.4499999999999999,0,0,0,0,0
40.54035,-3.64525,0.5166666666666667,0,0,0,0,0
40.54035,-3.64525,0.5500000000000003,0,0,0,0,0
40.54035,-3.64525,0.4708333333333334,0,0,0,0,0
40.54035,-3.64525,0.6166666666666667,0,0,0,0,0
40.54035,-3.64525,0.6458333333333334,0,0,0,0,0
40.54035,-3.64525,0.45,0,0,0,0,0
40.54035,-3.64525,0.4375,0,0,0,0,0
40.54035,-3.64525,0.425,0,0,0,0,0
40.54035,-3.64525,0.6000000000000001,0,0,0,0,0
40.54035,-3.64525,0.7041666666666666,0,0,0,0,0
40.54035,-3.64525,0.6166666666666669,0,0,0,0,0
40.54035,-3.64525,0.3583333333333334,0,0,0,0,0
40.54035,-3.64525,0.4166666666666668,0,0,0,0,0
40.54035,-3.64525,0.3916666666666668,0,0,0,0,0
40.54035,-3.64525,0.3916666666666668,0,0,0,0,0
40.54035,-3.64525,0.4458333333333333,0,0,0,0,0
40.54035,-3.64525,0.6291666666666667,0,0,0,0,0
40.54035,-3.64525,0.3958333333333334,0,0,0,0,0
40.54035,-3.64525,0.3541666666666667,0,0,0,0,0
40.54035,-3.64525,0.3666666666666665,0,0,0,0,0
40.54035,-3.64525,0.5125000000000001,0,0,0,0,0
40.54035,-3.64525,0.5041666666666667,0,0,0,0,0
40.54035,-3.64525,0.4291666666666668,0,0,0,0,0
40.54035,-3.64525,0.3833333333333334,0,0,0,0,0
40.54035,-3.64525,0.4208333333333334,0,0,0,0,0
40.54035,-3.64525,0.4666666666666667,0,0,0,0,0
40.54035,-3.64525,0.4583333333333334,0,0,0,0,0
40.54035,-3.64525,0.4333333333333333,0,0,0,0,0
40.54035,-3.64525,0.4250000000000001,0,0,0,0,0
40.54035,-3.64525,0.4375000000000001,0,0,0,0,0
40.54035,-3.64525,0.4458333333333333,0,0,0,0,0
40.54035,-3.64525,0.3833333333333334,0,0,0,0,0
40.54035,-3.64525,0.4750000000000001,0,0,0,0,0
40.54035,-3.64525,0.3708333333333334,0,0,0,0,0
40.54035,-3.64525,0.2958333333333334,0,0,0,0,0
40.54035,-3.64525,0.3166666666666666,0,0,0,0,0
40.54035,-3.64525,0.3208333333333333,0,0,0,0,0
40.54035,-3.64525,0.3291666666666666,0,0,0,0,0
40.54035,-3.64525,0.3416666666666666,0,0,0,0,0
40.54035,-3.64525,0.375,0,0,0,0,0
40.54035,-3.64525,0.3708333333333335,0,0,0,0,0
40.54035,-3.64525,0.3583333333333333,0,0,0,0,0
40.54035,-3.64525,0.25,0,0,0,0,0
40.54035,-3.64525,0.2833333333333334,0,0,0,0,0
40.54035,-3.64525,0.4291666666666666,0,0,0,0,0
40.54035,-3.64525,0.2458333333333332,0,0,0,0,0
40.54035,-3.64525,0.2749999999999999,0,0,0,0,0
40.54035,-3.64525,0.2999999999999999,0,0,0,0,0
40.54035,-3.64525,0.2208333333333333,0,0,0,0,0
40.54035,-3.64525,0.2916666666666665,0,0,0,0,0
40.54035,-3.64525,0.2249999999999999,0,0,0,0,0
40.54035,-3.64525,0.2458333333333332,0,0,0,0,0
40.54035,-3.64525,0.1958333333333333,0,0,0,0,0
40.54035,-3.64525,0.2166666666666666,0,0,0,0,0
40.54035,-3.64525,0.3541666666666667,0,0,0,0,0
40.54035,-3.64525,0.2624999999999999,0,0,0,0,0
40.54035,-3.64525,0.1791666666666666,0,0,0,0,0
40.54035,-3.64525,0.2166666666666667,0,0,0,0,0
40.54035,-3.64525,0.3541666666666667,0,0,0,0,0
40.54035,-3.64525,0.3333333333333333,0,0,0,0,0
40.54035,-3.64525,0.2958333333333333,0,0,0,0,0
40.54035,-3.64525,0.2958333333333333,0,0,0,0,0
40.54035,-3.64525,0.2291666666666667,0,0,0,0,0
40.54035,-3.64525,0.3833333333333333,0,0,0,0,0
40.54035,-3.64525,0.3125,0,0,0,0,0
40.54035,-3.64525,0.1791666666666667,0,0,0,0,0
40.54035,-3.64525,0.2791666666666665,0,0,0,0,0
40.54035,-3.64525,0.1625,0,0,0,0,0
40.54035,-3.64525,0.1,0,0,0,0,0
40.54035,-3.64525,0.1708333333333333,0,0,0,0,0
40.54035,-3.64525,0.1208333333333333,0,0,0,0,0
40.54035,-3.64525,0.2291666666666666,0,0,0,0,0
40.54035,-3.64525,0.3291666666666666,0,0,0,0,0
40.54035,-3.64525,0.5625000000000001,0,0,0,0,0
40.54035,-3.64525,0.3666666666666666,0,0,0,0,0
40.54035,-3.64525,0.4041666666666666,0,0,0,0,0
40.54035,-3.64525,0.2291666666666666,0,0,0,0,0
40.54035,-3.64525,0.2375,0,0,0,0,0
40.54035,-3.64525,0.4166666666666667,0,0,0,0,0
40.54035,-3.64525,0.2833333333333333,0,0,0,0,0
40.54035,-3.64525,0.1833333333333333,0,0,0,0,0
40.54035,-3.64525,0.1791666666666667,0,0,0,0,0
40.54035,-3.64525,0.1666666666666667,0,0,0,0,0
40.54035,-3.64525,0.1583333333333334,0,0,0,0,0
40.54035,-3.64525,0.1208333333333333,0,0,0,0,0
40.54035,-3.64525,0.125,0,0,0,0,0
40.54035,-3.64525,0.1208333333333333,0,0,0,0,0
40.54035,-3.64525,0.15,0,0,0,0,0
40.54035,-3.64525,0.1125,0,0,0,0,0
40.54035,-3.64525,0.1416666666666667,0,0,0,0,0
40.54035,-3.64525,0.1916666666666667,0,0,0,0,0
40.54035,-3.64525,0.1791666666666666,0,0,0,0,0
40.54035,-3.64525,0.2374999999999998,0,0,0,0,0
40.54035,-3.64525,0.2374999999999998,0,0,0,0,0
40.54035,-3.64525,0.1583333333333334,0,0,0,0,0
40.54035,-3.64525,0.1666666666666667,0,0,0,0,0
40.54035,-3.64525,0.2374999999999998,0,0,0,0,0
40.54035,-3.64525,0.175,0,0,0,0,0
40.54035,-3.64525,0.2416666666666665,0,0,0,0,0
40.54035,-3.64525,0.1125,0,0,0,0,0
40.54035,-3.64525,0.125,0,0,0,0,0
40.54035,-3.64525,0.1708333333333333,0,0,0,0,0
40.54035,-3.64525,0.1999999999999999,0,0,0,0,0
40.54035,-3.64525,0.2416666666666665,0,0,0,0,0
40.54035,-3.64525,0.2083333333333333,0,0,0,0,0
40.54035,-3.64525,0.1666666666666667,0,0,0,0,0
40.54035,-3.64525,0.15,0,0,0,0,0
40.54035,-3.64525,0.15,0,0,0,0,0
40.54035,-3.64525,0.1333333333333334,0,0,0,0,0
40.54035,-3.64525,0.125,0,0,0,0,0
40.54035,-3.64525,0.1083333333333333,0,0,0,0,0
40.54035,-3.64525,0.1416666666666667,0,0,0,0,0
40.54035,-3.64525,0.1208333333333334,0,0,0,0,0
40.54035,-3.64525,0.1333333333333334,0,0,0,0,0
40.54035,-3.64525,0.1041666666666667,0,0,0,0,0
40.54035,-3.64525,0.1416666666666667,0,0,0,0,0
40.54035,-3.64525,0.2249999999999997,0,0,0,0,0
40.54035,-3.64525,0.1333333333333334,0,0,0,0,0
40.54035,-3.64525,0.15,0,0,0,0,0
40.54035,-3.64525,0.15,0,0,0,0,0
40.54035,-3.64525,0.1125,0,0,0,0,0
40.54035,-3.64525,0.1791666666666667,0,0,0,0,0
40.54035,-3.64525,0.1916666666666666,0,0,0,0,0
40.54035,-3.64525,0.1166666666666667,0,0,0,0,0
40.54035,-3.64525,0.1958333333333334,0,0,0,0,0
40.54035,-3.64525,0.1541666666666667,0,0,0,0,0
40.54035,-3.64525,0.1791666666666667,0,0,0,0,0
40.54035,-3.64525,0.1875,0,0,0,0,0
40.54035,-3.64525,0.2083333333333333,0,0,0,0,0
40.54035,-3.64525,0.2958333333333333,0,0,0,0,0
40.54035,-3.64525,0.2,0,0,0,0,0
40.54035,-3.64525,0.2208333333333333,0,0,0,0,0
40.54035,-3.64525,0.2083333333333334,0,0,0,0,0
40.54035,-3.64525,0.1666666666666667,0,0,0,0,0
40.54035,-3.64525,0.1166666666666667,0,0,0,0,0
40.54035,-3.64525,0.2916666666666666,0,0,0,0,0
40.54035,-3.64525,0.2291666666666667,0,0,0,0,0
40.54035,-3.64525,0.1999999999999999,0,0,0,0,0
40.54035,-3.64525,0.3499999999999998,0,0,0,0,0
40.54035,-3.64525,0.2333333333333331,0,0,0,0,0
40.54035,-3.64525,0.2999999999999999,0,0,0,0,0
40.54035,-3.64525,0.1458333333333333,0,0,0,0,0
40.54035,-3.64525,0.1208333333333333,0,0,0,0,0
40.54035,-3.64525,0.2125,0,0,0,0,0
40.54035,-3.64525,0.1333333333333333,0,0,0,0,0
40.54035,-3.64525,0.1458333333333334,0,0,0,0,0
40.54035,-3.64525,0.1625,0,0,0,0,0
40.54035,-3.64525,0.1999999999999999,0,0,0,0,0
40.54035,-3.64525,0.2,0,0,0,0,0
40.54035,-3.64525,0.1958333333333334,0,0,0,0,0
40.54035,-3.64525,0.1958333333333334,0,0,0,0,0
40.54035,-3.64525,0.1333333333333333,0,0,0,0,0
40.54035,-3.64525,0.1374999999999999,0,0,0,0,0
40.54035,-3.64525,0.175,0,0,0,0,0
40.54035,-3.64525,0.1458333333333333,0,0,0,0,0
40.54035,-3.64525,0.175,0,0,0,0,0
40.54035,-3.64525,0.1833333333333333,0,0,0,0,0
40.54035,-3.64525,0.2249999999999998,0,0,0,0,0
40.54035,-3.64525,0.15,0,0,0,0,0
40.54035,-3.64525,0.175,0,0,0,0,0
40.54035,-3.64525,0.3041666666666666,0,0,0,0,0
40.54035,-3.64525,0.1208333333333333,0,0,0,0,0
40.54035,-3.64525,0.1041666666666667,0,0,0,0,0
40.54035,-3.64525,0.1666666666666667,0,0,0,0,0
40.54035,-3.64525,0.1708333333333333,0,0,0,0,0
40.54035,-3.64525,0.2416666666666665,0,0,0,0,0
40.54035,-3.64525,0.1208333333333333,0,0,0,0,0
40.54035,-3.64525,0.1666666666666666,0,0,0,0,0
40.54035,-3.64525,0.1583333333333334,0,0,0,0,0
40.54035,-3.64525,0.1125,0,0,0,0,0
40.54035,-3.64525,0.1916666666666667,0,0,0,0,0
40.54035,-3.64525,0.1083333333333333,0,0,0,0,0
40.54035,-3.64525,0.1375,0,0,0,0,0
40.54035,-3.64525,0.2541666666666665,0,0,0,0,0
40.54035,-3.64525,0.2249999999999999,0,0,0,0,0
40.54035,-3.64525,0.1791666666666666,0,0,0,0,0
40.54035,-3.64525,0.125,0,0,0,0,0
40.54035,-3.64525,0.1708333333333334,0,0,0,0,0
40.54035,-3.64525,0.2166666666666665,0,0,0,0,0
40.54035,-3.64525,0.1583333333333334,0,0,0,0,0
40.54035,-3.64525,0.1625,0,0,0,0,0
40.54035,-3.64525,0.1625,0,0,0,0,0
40.54035,-3.64525,0.2041666666666666,0,0,0,0,0
40.54035,-3.64525,0.1666666666666666,0,0,0,0,0
40.54035,-3.64525,0.325,0,0,0,0,0
40.54035,-3.64525,0.2541666666666666,0,0,0,0,0
40.54035,-3.64525,0.1958333333333333,0,0,0,0,0
40.54035,-3.64525,0.2333333333333331,0,0,0,0,0
40.54035,-3.64525,0.1791666666666667,0,0,0,0,0
40.54035,-3.64525,0.15,0,0,0,0,0
40.54035,-3.64525,0.1333333333333334,0,0,0,0,0
40.54035,-3.64525,0.2083333333333333,0,0,0,0,0
40.54035,-3.64525,0.2583333333333333,0,0,0,0,0
40.54035,-3.64525,0.2000000000000001,0,0,0,0,0
40.54035,-3.64525,0.2499999999999999,0,0,0,0,0
40.54035,-3.64525,0.1916666666666666,0,0,0,0,0
40.54035,-3.64525,0.1,0,0,0,0,0
40.54035,-3.64525,0.15,0,0,0,0,0
40.54035,-3.64525,0.3541666666666667,0,0,0,0,0
40.54035,-3.64525,0.1833333333333333,0,0,0,0,0
40.54035,-3.64525,0.1791666666666667,0,0,0,0,0
40.54035,-3.64525,0.4375,0,0,0,0,0
40.54035,-3.64525,0.3791666666666666,0,0,0,0,0
40.54035,-3.64525,0.4166666666666667,0,0,0,0,0
40.54035,-3.64525,0.4958333333333334,0,0,0,0,0
40.54035,-3.64525,0.3041666666666665,0,0,0,0,0
40.54035,-3.64525,0.4250000000000001,0,0,0,0,0
40.54035,-3.64525,0.1958333333333334,0,0,0,0,0
40.54035,-3.64525,0.1833333333333333,0,0,0,0,0
40.54035,-3.64525,0.2208333333333333,0,0,0,0,0
40.54035,-3.64525,0.2041666666666667,0,0,0,0,0
40.54035,-3.64525,0.1999999999999999,0,0,0,0,0
40.54035,-3.64525,0.2333333333333333,0,0,0,0,0
40.54035,-3.64525,0.5958333333333333,0,0,0,0,0
40.54035,-3.64525,0.3083333333333333,0,0,0,0,0
40.54035,-3.64525,0.3083333333333333,0,0,0,0,0
40.54035,-3.64525,0.3166666666666667,0,0,0,0,0
40.54035,-3.64525,0.4958333333333333,0,0,0,0,0
40.54035,-3.64525,0.4374999999999997,0,0,0,0,0
40.54035,-3.64525,0.1708333333333333,0,0,0,0,0
40.54035,-3.64525,0.1666666666666667,0,0,0,0,0
40.54035,-3.64525,0.1666666666666667,0,0,0,0,0
40.54035,-3.64525,0.2875,0,0,0,0,0
40.54035,-3.64525,0.3125,0,0,0,0,0
40.54035,-3.64525,0.4875000000000002,0,0,0,0,0
40.54035,-3.64525,0.4458333333333333,0,0,0,0,0
40.54035,-3.64525,0.4291666666666667,0,0,0,0,0
40.54035,-3.64525,0.3583333333333334,0,0,0,0,0
40.54035,-3.64525,0.3375000000000001,0,0,0,0,0
40.54035,-3.64525,0.3374999999999999,0,0,0,0,0
40.54035,-3.64525,0.2999999999999999,0,0,0,0,0
40.54035,-3.64525,0.3958333333333332,0,0,0,0,0
40.54035,-3.64525,0.3333333333333334,0,0,0,0,0
40.54035,-3.64525,0.3916666666666666,0,0,0,0,0
40.54035,-3.64525,0.575,0,0,0,0,0
40.54035,-3.64525,0.6208333333333335,0,0,0,0,0
40.54035,-3.64525,0.6125000000000002,0,0,0,0,0
40.54035,-3.64525,0.8416666666666665,0,0,0,0,0
40.54035,-3.64525,0.3166666666666666,0,0,0,0,0
40.54035,-3.64525,0.25,0,0,0,0,0
40.54035,-3.64525,0.4375,0,0,0,0,0
40.54035,-3.64525,0.458333333333333,0,0,0,0,0
40.54035,-3.64525,0.225,0,0,0,0,0
40.54035,-3.64525,0.1625,0,0,0,0,0
40.54035,-3.64525,0.1375,0,0,0,0,0
40.54035,-3.64525,0.15,0,0,0,0,0
40.54035,-3.64525,0.1375,0,0,0,0,0
40.54035,-3.64525,0.2416666666666666,0,0,0,0,0
40.54035,-3.64525,0.1208333333333333,0,0,0,0,0
40.54035,-3.64525,0.1541666666666667,0,0,0,0,0
40.54035,-3.64525,0.2374999999999999,0,0,0,0,0
40.54035,-3.64525,0.2541666666666666,0,0,0,0,0
40.54035,-3.64525,0.6749999999999999,0,0,0,0,0
40.54035,-3.64525,0.7125,0,0,0,0,0
40.54035,-3.64525,0.4250000000000001,0,0,0,0,0
40.54035,-3.64525,0.6791666666666668,0,0,0,0,0
40.54035,-3.64525,0.7458333333333335,0,0,0,0,0
40.54035,-3.64525,0.4166666666666667,0,0,0,0,0
40.54035,-3.64525,0.8416666666666667,0,0,0,0,0
40.54035,-3.64525,0.7333333333333333,0,0,0,0,0
40.54035,-3.64525,0.5208333333333334,0,0,0,0,0
40.54035,-3.64525,0.5791666666666667,0,0,0,0,0
40.54035,-3.64525,0.7999999999999999,0,0,0,0,0
40.54035,-3.64525,0.4291666666666667,0,0,0,0,0
40.54035,-3.64525,0.3541666666666667,0,0,0,0,0
40.54035,-3.64525,0.2999999999999999,0,0,0,0,0
40.54035,-3.64525,0.2624999999999999,0,0,0,0,0
40.54035,-3.64525,0.3083333333333333,0,0,0,0,0
40.54035,-3.64525,0.2041666666666666,0,0,0,0,0
40.54035,-3.64525,0.3,0,0,0,0,0
40.54035,-3.64525,0.275,0,0,0,0,0
40.54035,-3.64525,0.4749999999999998,0,0,0,0,0
40.54035,-3.64525,0.4416666666666667,0,0,0,0,0
40.54035,-3.64525,0.5375,0,0,0,0,0
40.54035,-3.64525,0.5041666666666667,0,0,0,0,0
40.54035,-3.64525,0.6416666666666666,0,0,0,0,0
40.54035,-3.64525,0.325,0,0,0,0,0
40.54035,-3.64525,0.2833333333333333,0,0,0,0,0
40.54035,-3.64525,0.3916666666666666,0,0,0,0,0
40.54035,-3.64525,0.5875,0,0,0,0,0
40.54035,-3.64525,0.6458333333333334,0,0,0,0,0
40.54035,-3.64525,1.0833333333333333,0,0,0,0,0
40.54035,-3.64525,0.6500000000000002,0,0,0,0,0
40.54035,-3.64525,0.2375,0,0,0,0,0
40.54035,-3.64525,0.6583333333333334,0,0,0,0,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1083333333333333,1,0,1,1,0
40.909,-3.4679,0.2041666666666666,1,0,1,1,0
40.909,-3.4679,0.3124999999999999,1,0,1,1,0
40.909,-3.4679,0.1083333333333333,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.2458333333333333,1,0,1,1,0
40.909,-3.4679,0.1791666666666666,1,0,1,1,0
40.909,-3.4679,0.1125,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1666666666666667,1,0,1,1,0
40.909,-3.4679,0.1874999999999999,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1333333333333333,1,0,1,1,0
40.909,-3.4679,0.1125,1,0,1,1,0
40.909,-3.4679,0.1083333333333333,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1041666666666667,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.125,1,0,1,1,0
40.909,-3.4679,0.3,1,0,1,1,0
40.909,-3.4679,0.125,1,0,1,1,0
40.909,-3.4679,0.1083333333333333,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.15,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1458333333333333,1,0,1,1,0
40.909,-3.4679,0.2458333333333331,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1041666666666667,1,0,1,1,0
40.909,-3.4679,0.1083333333333333,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1166666666666667,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1041666666666667,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1458333333333333,1,0,1,1,0
40.909,-3.4679,0.1125,1,0,1,1,0
40.909,-3.4679,0.1291666666666667,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1083333333333333,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1041666666666667,1,0,1,1,0
40.909,-3.4679,0.1583333333333333,1,0,1,1,0
40.909,-3.4679,0.1583333333333334,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1083333333333333,1,0,1,1,0
40.909,-3.4679,0.1083333333333333,1,0,1,1,0
40.909,-3.4679,0.1166666666666667,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1083333333333333,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1041666666666667,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
40.909,-3.4679,0.1,1,0,1,1,0
